Data;Dia;Posto;kWh
04/11/2021 20:15;Quinta;Ponta;0,005
04/11/2021 20:30;Quinta;Ponta;0,005
04/11/2021 20:45;Quinta;Fora Ponta;0,022
04/11/2021 21:00;Quinta;Fora Ponta;0,043
04/11/2021 21:15;Quinta;Fora Ponta;0,029
04/11/2021 21:30;Quinta;Fora Ponta;0,018
04/11/2021 21:45;Quinta;Fora Ponta;0,08
04/11/2021 22:00;Quinta;Fora Ponta;0,103
04/11/2021 22:15;Quinta;Fora Ponta;0,034
04/11/2021 22:30;Quinta;Fora Ponta;0,033
04/11/2021 22:45;Quinta;Fora Ponta;0,023
04/11/2021 23:00;Quinta;Fora Ponta;0,016
04/11/2021 23:15;Quinta;Fora Ponta;0,016
04/11/2021 23:30;Quinta;Fora Ponta;0,015
04/11/2021 23:45;Quinta;Fora Ponta;0,051
05/11/2021 00:00;Sexta;Fora Ponta;0,116
05/11/2021 00:15;Sexta;Fora Ponta;0,109
05/11/2021 00:30;Sexta;Fora Ponta;0,116
05/11/2021 00:45;Sexta;Fora Ponta;0,106
05/11/2021 01:00;Sexta;Fora Ponta;0,096
05/11/2021 01:15;Sexta;Fora Ponta;0,119
05/11/2021 01:30;Sexta;Fora Ponta;0,115
05/11/2021 01:45;Sexta;Fora Ponta;0,115
05/11/2021 02:00;Sexta;Fora Ponta;0,113
05/11/2021 02:15;Sexta;Fora Ponta;0,112
05/11/2021 02:30;Sexta;Fora Ponta;0,147
05/11/2021 02:45;Sexta;Fora Ponta;0,109
05/11/2021 03:00;Sexta;Fora Ponta;0,107
05/11/2021 03:15;Sexta;Fora Ponta;0,086
05/11/2021 03:30;Sexta;Fora Ponta;0,068
05/11/2021 03:45;Sexta;Fora Ponta;0,063
05/11/2021 04:00;Sexta;Fora Ponta;0,057
05/11/2021 04:15;Sexta;Fora Ponta;0,162
05/11/2021 04:30;Sexta;Fora Ponta;0,194
05/11/2021 04:45;Sexta;Fora Ponta;0,206
05/11/2021 05:00;Sexta;Fora Ponta;0,197
05/11/2021 05:15;Sexta;Fora Ponta;0,187
05/11/2021 05:30;Sexta;Fora Ponta;0,16
05/11/2021 05:45;Sexta;Fora Ponta;0,195
05/11/2021 06:00;Sexta;Fora Ponta;0,146
05/11/2021 06:15;Sexta;Fora Ponta;0,137
05/11/2021 06:30;Sexta;Fora Ponta;0,124
05/11/2021 06:45;Sexta;Fora Ponta;0,114
05/11/2021 07:00;Sexta;Fora Ponta;0,123
05/11/2021 07:15;Sexta;Fora Ponta;0,139
05/11/2021 07:30;Sexta;Fora Ponta;0,133
05/11/2021 07:45;Sexta;Fora Ponta;0,154
05/11/2021 08:00;Sexta;Fora Ponta;0,172
05/11/2021 08:15;Sexta;Fora Ponta;0,177
05/11/2021 08:30;Sexta;Fora Ponta;0,17
05/11/2021 08:45;Sexta;Fora Ponta;0,167
05/11/2021 09:00;Sexta;Fora Ponta;0,116
05/11/2021 09:15;Sexta;Fora Ponta;0,086
05/11/2021 09:30;Sexta;Fora Ponta;0,083
05/11/2021 09:45;Sexta;Fora Ponta;0,08
05/11/2021 10:00;Sexta;Fora Ponta;0,071
05/11/2021 10:15;Sexta;Fora Ponta;0,072
05/11/2021 10:30;Sexta;Fora Ponta;0,082
05/11/2021 10:45;Sexta;Fora Ponta;0,042
05/11/2021 11:00;Sexta;Fora Ponta;0,037
05/11/2021 11:15;Sexta;Fora Ponta;0,042
05/11/2021 11:30;Sexta;Fora Ponta;0,023
05/11/2021 11:45;Sexta;Fora Ponta;0,007
05/11/2021 12:00;Sexta;Fora Ponta;0,007
05/11/2021 12:15;Sexta;Fora Ponta;0,007
05/11/2021 12:30;Sexta;Fora Ponta;0,007
05/11/2021 12:45;Sexta;Fora Ponta;0,007
05/11/2021 13:00;Sexta;Fora Ponta;0,008
05/11/2021 13:15;Sexta;Fora Ponta;0,087
05/11/2021 13:30;Sexta;Fora Ponta;0,103
05/11/2021 13:45;Sexta;Fora Ponta;0,102
05/11/2021 14:00;Sexta;Fora Ponta;0,129
05/11/2021 14:15;Sexta;Fora Ponta;0,125
05/11/2021 14:30;Sexta;Fora Ponta;0,025
05/11/2021 14:45;Sexta;Fora Ponta;0,069
05/11/2021 15:00;Sexta;Fora Ponta;0,123
05/11/2021 15:15;Sexta;Fora Ponta;0,118
05/11/2021 15:30;Sexta;Fora Ponta;0,123
05/11/2021 15:45;Sexta;Fora Ponta;0,121
05/11/2021 16:00;Sexta;Fora Ponta;0,11
05/11/2021 16:15;Sexta;Fora Ponta;0,098
05/11/2021 16:30;Sexta;Fora Ponta;0,101
05/11/2021 16:45;Sexta;Fora Ponta;0,123
05/11/2021 17:00;Sexta;Fora Ponta;0,15
05/11/2021 17:15;Sexta;Fora Ponta;0,145
05/11/2021 17:30;Sexta;Fora Ponta;0,081
05/11/2021 17:45;Sexta;Ponta;0,007
05/11/2021 18:00;Sexta;Ponta;0,008
05/11/2021 18:15;Sexta;Ponta;0,007
05/11/2021 18:30;Sexta;Ponta;0,007
05/11/2021 18:45;Sexta;Ponta;0,006
05/11/2021 19:00;Sexta;Ponta;0,006
05/11/2021 19:15;Sexta;Ponta;0,007
05/11/2021 19:30;Sexta;Ponta;0,006
05/11/2021 19:45;Sexta;Ponta;0,006
05/11/2021 20:00;Sexta;Ponta;0,006
05/11/2021 20:15;Sexta;Ponta;0,006
05/11/2021 20:30;Sexta;Ponta;0,006
05/11/2021 20:45;Sexta;Fora Ponta;0,009
05/11/2021 21:00;Sexta;Fora Ponta;0,043
05/11/2021 21:15;Sexta;Fora Ponta;0,084
05/11/2021 21:30;Sexta;Fora Ponta;0,095
05/11/2021 21:45;Sexta;Fora Ponta;0,103
05/11/2021 22:00;Sexta;Fora Ponta;0,101
05/11/2021 22:15;Sexta;Fora Ponta;0,101
05/11/2021 22:30;Sexta;Fora Ponta;0,132
05/11/2021 22:45;Sexta;Fora Ponta;0,19
05/11/2021 23:00;Sexta;Fora Ponta;0,154
05/11/2021 23:15;Sexta;Fora Ponta;0,143
05/11/2021 23:30;Sexta;Fora Ponta;0,148
05/11/2021 23:45;Sexta;Fora Ponta;0,174
06/11/2021 00:00;Sábado;Fora Ponta;0,138
06/11/2021 00:15;Sábado;Fora Ponta;0,155
06/11/2021 00:30;Sábado;Fora Ponta;0,14
06/11/2021 00:45;Sábado;Fora Ponta;0,12
06/11/2021 01:00;Sábado;Fora Ponta;0,143
06/11/2021 01:15;Sábado;Fora Ponta;0,151
06/11/2021 01:30;Sábado;Fora Ponta;0,134
06/11/2021 01:45;Sábado;Fora Ponta;0,066
06/11/2021 02:00;Sábado;Fora Ponta;0,064
06/11/2021 02:15;Sábado;Fora Ponta;0,09
06/11/2021 02:30;Sábado;Fora Ponta;0,079
06/11/2021 02:45;Sábado;Fora Ponta;0,064
06/11/2021 03:00;Sábado;Fora Ponta;0,091
06/11/2021 03:15;Sábado;Fora Ponta;0,08
06/11/2021 03:30;Sábado;Fora Ponta;0,08
06/11/2021 03:45;Sábado;Fora Ponta;0,094
06/11/2021 04:00;Sábado;Fora Ponta;0,135
06/11/2021 04:15;Sábado;Fora Ponta;0,161
06/11/2021 04:30;Sábado;Fora Ponta;0,161
06/11/2021 04:45;Sábado;Fora Ponta;0,174
06/11/2021 05:00;Sábado;Fora Ponta;0,175
06/11/2021 05:15;Sábado;Fora Ponta;0,139
06/11/2021 05:30;Sábado;Fora Ponta;0,151
06/11/2021 05:45;Sábado;Fora Ponta;0,163
06/11/2021 06:00;Sábado;Fora Ponta;0,121
06/11/2021 06:15;Sábado;Fora Ponta;0,092
06/11/2021 06:30;Sábado;Fora Ponta;0,067
06/11/2021 06:45;Sábado;Fora Ponta;0,006
06/11/2021 07:00;Sábado;Fora Ponta;0,007
06/11/2021 07:15;Sábado;Fora Ponta;0,006
06/11/2021 07:30;Sábado;Fora Ponta;0,008
06/11/2021 07:45;Sábado;Fora Ponta;0,009
06/11/2021 08:00;Sábado;Fora Ponta;0,009
06/11/2021 08:15;Sábado;Fora Ponta;0,01
06/11/2021 08:30;Sábado;Fora Ponta;0,008
06/11/2021 08:45;Sábado;Fora Ponta;0,009
06/11/2021 09:00;Sábado;Fora Ponta;0,018
06/11/2021 09:15;Sábado;Fora Ponta;0,11
06/11/2021 09:30;Sábado;Fora Ponta;0,15
06/11/2021 09:45;Sábado;Fora Ponta;0,098
06/11/2021 10:00;Sábado;Fora Ponta;0,029
06/11/2021 10:15;Sábado;Fora Ponta;0,007
06/11/2021 10:30;Sábado;Fora Ponta;0,007
06/11/2021 10:45;Sábado;Fora Ponta;0,007
06/11/2021 11:00;Sábado;Fora Ponta;0,007
06/11/2021 11:15;Sábado;Fora Ponta;0,008
06/11/2021 11:30;Sábado;Fora Ponta;0,007
06/11/2021 11:45;Sábado;Fora Ponta;0,006
06/11/2021 12:00;Sábado;Fora Ponta;0,006
06/11/2021 12:15;Sábado;Fora Ponta;0,006
06/11/2021 12:30;Sábado;Fora Ponta;0,006
06/11/2021 12:45;Sábado;Fora Ponta;0,005
06/11/2021 13:00;Sábado;Fora Ponta;0,005
06/11/2021 13:15;Sábado;Fora Ponta;0,005
06/11/2021 13:30;Sábado;Fora Ponta;0,005
06/11/2021 13:45;Sábado;Fora Ponta;0,005
06/11/2021 14:00;Sábado;Fora Ponta;0,005
06/11/2021 14:15;Sábado;Fora Ponta;0,005
06/11/2021 14:30;Sábado;Fora Ponta;0,005
06/11/2021 14:45;Sábado;Fora Ponta;0,005
06/11/2021 15:00;Sábado;Fora Ponta;0,005
06/11/2021 15:15;Sábado;Fora Ponta;0,005
06/11/2021 15:30;Sábado;Fora Ponta;0,006
06/11/2021 15:45;Sábado;Fora Ponta;0,005
06/11/2021 16:00;Sábado;Fora Ponta;0,005
06/11/2021 16:15;Sábado;Fora Ponta;0,005
06/11/2021 16:30;Sábado;Fora Ponta;0,005
06/11/2021 16:45;Sábado;Fora Ponta;0,005
06/11/2021 17:00;Sábado;Fora Ponta;0,005
06/11/2021 17:15;Sábado;Fora Ponta;0,005
06/11/2021 17:30;Sábado;Fora Ponta;0,005
06/11/2021 17:45;Sábado;Fora Ponta;0,005
06/11/2021 18:00;Sábado;Fora Ponta;0,005
06/11/2021 18:15;Sábado;Fora Ponta;0,005
06/11/2021 18:30;Sábado;Fora Ponta;0,004
06/11/2021 18:45;Sábado;Fora Ponta;0,004
06/11/2021 19:00;Sábado;Fora Ponta;0,005
06/11/2021 19:15;Sábado;Fora Ponta;0,004
06/11/2021 19:30;Sábado;Fora Ponta;0,009
06/11/2021 19:45;Sábado;Fora Ponta;0,009
06/11/2021 20:00;Sábado;Fora Ponta;0,008
06/11/2021 20:15;Sábado;Fora Ponta;0,005
06/11/2021 20:30;Sábado;Fora Ponta;0,005
06/11/2021 20:45;Sábado;Fora Ponta;0,004
06/11/2021 21:00;Sábado;Fora Ponta;0,005
06/11/2021 21:15;Sábado;Fora Ponta;0,013
06/11/2021 21:30;Sábado;Fora Ponta;0,044
06/11/2021 21:45;Sábado;Fora Ponta;0,087
06/11/2021 22:00;Sábado;Fora Ponta;0,097
06/11/2021 22:15;Sábado;Fora Ponta;0,088
06/11/2021 22:30;Sábado;Fora Ponta;0,12
06/11/2021 22:45;Sábado;Fora Ponta;0,115
06/11/2021 23:00;Sábado;Fora Ponta;0,102
06/11/2021 23:15;Sábado;Fora Ponta;0,106
06/11/2021 23:30;Sábado;Fora Ponta;0,127
06/11/2021 23:45;Sábado;Fora Ponta;0,135
07/11/2021 00:00;Domingo;Fora Ponta;0,147
07/11/2021 00:15;Domingo;Fora Ponta;0,142
07/11/2021 00:30;Domingo;Fora Ponta;0,117
07/11/2021 00:45;Domingo;Fora Ponta;0,118
07/11/2021 01:00;Domingo;Fora Ponta;0,132
07/11/2021 01:15;Domingo;Fora Ponta;0,101
07/11/2021 01:30;Domingo;Fora Ponta;0,076
07/11/2021 01:45;Domingo;Fora Ponta;0,078
07/11/2021 02:00;Domingo;Fora Ponta;0,07
07/11/2021 02:15;Domingo;Fora Ponta;0,064
07/11/2021 02:30;Domingo;Fora Ponta;0,072
07/11/2021 02:45;Domingo;Fora Ponta;0,063
07/11/2021 03:00;Domingo;Fora Ponta;0,071
07/11/2021 03:15;Domingo;Fora Ponta;0,054
07/11/2021 03:30;Domingo;Fora Ponta;0,082
07/11/2021 03:45;Domingo;Fora Ponta;0,07
07/11/2021 04:00;Domingo;Fora Ponta;0,051
07/11/2021 04:15;Domingo;Fora Ponta;0,018
07/11/2021 04:30;Domingo;Fora Ponta;0,022
07/11/2021 04:45;Domingo;Fora Ponta;0,023
07/11/2021 05:00;Domingo;Fora Ponta;0,07
07/11/2021 05:15;Domingo;Fora Ponta;0,073
07/11/2021 05:30;Domingo;Fora Ponta;0,077
07/11/2021 05:45;Domingo;Fora Ponta;0,086
07/11/2021 06:00;Domingo;Fora Ponta;0,073
07/11/2021 06:15;Domingo;Fora Ponta;0,071
07/11/2021 06:30;Domingo;Fora Ponta;0,063
07/11/2021 06:45;Domingo;Fora Ponta;0,057
07/11/2021 07:00;Domingo;Fora Ponta;0,064
07/11/2021 07:15;Domingo;Fora Ponta;0,034
07/11/2021 07:30;Domingo;Fora Ponta;0,029
07/11/2021 07:45;Domingo;Fora Ponta;0,032
07/11/2021 08:00;Domingo;Fora Ponta;0,033
07/11/2021 08:15;Domingo;Fora Ponta;0,066
07/11/2021 08:30;Domingo;Fora Ponta;0,062
07/11/2021 08:45;Domingo;Fora Ponta;0,057
07/11/2021 09:00;Domingo;Fora Ponta;0,069
07/11/2021 09:15;Domingo;Fora Ponta;0,06
07/11/2021 09:30;Domingo;Fora Ponta;0,101
07/11/2021 09:45;Domingo;Fora Ponta;0,105
07/11/2021 10:00;Domingo;Fora Ponta;0,106
07/11/2021 10:15;Domingo;Fora Ponta;0,095
07/11/2021 10:30;Domingo;Fora Ponta;0,096
07/11/2021 10:45;Domingo;Fora Ponta;0,097
07/11/2021 11:00;Domingo;Fora Ponta;0,099
07/11/2021 11:15;Domingo;Fora Ponta;0,077
07/11/2021 11:30;Domingo;Fora Ponta;0,029
07/11/2021 11:45;Domingo;Fora Ponta;0,005
07/11/2021 12:00;Domingo;Fora Ponta;0,005
07/11/2021 12:15;Domingo;Fora Ponta;0,005
07/11/2021 12:30;Domingo;Fora Ponta;0,005
07/11/2021 12:45;Domingo;Fora Ponta;0,005
07/11/2021 13:00;Domingo;Fora Ponta;0,005
07/11/2021 13:15;Domingo;Fora Ponta;0,005
07/11/2021 13:30;Domingo;Fora Ponta;0,006
07/11/2021 13:45;Domingo;Fora Ponta;0,02
07/11/2021 14:00;Domingo;Fora Ponta;0,051
07/11/2021 14:15;Domingo;Fora Ponta;0,068
07/11/2021 14:30;Domingo;Fora Ponta;0,096
07/11/2021 14:45;Domingo;Fora Ponta;0,097
07/11/2021 15:00;Domingo;Fora Ponta;0,1
07/11/2021 15:15;Domingo;Fora Ponta;0,089
07/11/2021 15:30;Domingo;Fora Ponta;0,039
07/11/2021 15:45;Domingo;Fora Ponta;0,027
07/11/2021 16:00;Domingo;Fora Ponta;0,024
07/11/2021 16:15;Domingo;Fora Ponta;0,05
07/11/2021 16:30;Domingo;Fora Ponta;0,058
07/11/2021 16:45;Domingo;Fora Ponta;0,047
07/11/2021 17:00;Domingo;Fora Ponta;0,111
07/11/2021 17:15;Domingo;Fora Ponta;0,068
07/11/2021 17:30;Domingo;Fora Ponta;0,065
07/11/2021 17:45;Domingo;Fora Ponta;0,061
07/11/2021 18:00;Domingo;Fora Ponta;0,06
07/11/2021 18:15;Domingo;Fora Ponta;0,046
07/11/2021 18:30;Domingo;Fora Ponta;0,059
07/11/2021 18:45;Domingo;Fora Ponta;0,01
07/11/2021 19:00;Domingo;Fora Ponta;0,005
07/11/2021 19:15;Domingo;Fora Ponta;0,004
07/11/2021 19:30;Domingo;Fora Ponta;0,005
07/11/2021 19:45;Domingo;Fora Ponta;0,005
07/11/2021 20:00;Domingo;Fora Ponta;0,005
07/11/2021 20:15;Domingo;Fora Ponta;0,005
07/11/2021 20:30;Domingo;Fora Ponta;0,034
07/11/2021 20:45;Domingo;Fora Ponta;0,09
07/11/2021 21:00;Domingo;Fora Ponta;0,117
07/11/2021 21:15;Domingo;Fora Ponta;0,151
07/11/2021 21:30;Domingo;Fora Ponta;0,134
07/11/2021 21:45;Domingo;Fora Ponta;0,17
07/11/2021 22:00;Domingo;Fora Ponta;0,158
07/11/2021 22:15;Domingo;Fora Ponta;0,17
07/11/2021 22:30;Domingo;Fora Ponta;0,159
07/11/2021 22:45;Domingo;Fora Ponta;0,099
07/11/2021 23:00;Domingo;Fora Ponta;0,084
07/11/2021 23:15;Domingo;Fora Ponta;0,086
07/11/2021 23:30;Domingo;Fora Ponta;0,081
07/11/2021 23:45;Domingo;Fora Ponta;0,123
08/11/2021 00:00;Segunda;Fora Ponta;0,133
08/11/2021 00:15;Segunda;Fora Ponta;0,03
08/11/2021 00:30;Segunda;Fora Ponta;0,02
08/11/2021 00:45;Segunda;Fora Ponta;0,017
08/11/2021 01:00;Segunda;Fora Ponta;0,041
08/11/2021 01:15;Segunda;Fora Ponta;0,039
08/11/2021 01:30;Segunda;Fora Ponta;0,043
08/11/2021 01:45;Segunda;Fora Ponta;0,038
08/11/2021 02:00;Segunda;Fora Ponta;0,04
08/11/2021 02:15;Segunda;Fora Ponta;0,045
08/11/2021 02:30;Segunda;Fora Ponta;0,074
08/11/2021 02:45;Segunda;Fora Ponta;0,1
08/11/2021 03:00;Segunda;Fora Ponta;0,141
08/11/2021 03:15;Segunda;Fora Ponta;0,095
08/11/2021 03:30;Segunda;Fora Ponta;0,121
08/11/2021 03:45;Segunda;Fora Ponta;0,092
08/11/2021 04:00;Segunda;Fora Ponta;0,065
08/11/2021 04:15;Segunda;Fora Ponta;0,109
08/11/2021 04:30;Segunda;Fora Ponta;0,108
08/11/2021 04:45;Segunda;Fora Ponta;0,08
08/11/2021 05:00;Segunda;Fora Ponta;0,043
08/11/2021 05:15;Segunda;Fora Ponta;0,075
08/11/2021 05:30;Segunda;Fora Ponta;0,058
08/11/2021 05:45;Segunda;Fora Ponta;0,069
08/11/2021 06:00;Segunda;Fora Ponta;0,072
08/11/2021 06:15;Segunda;Fora Ponta;0,085
08/11/2021 06:30;Segunda;Fora Ponta;0,075
08/11/2021 06:45;Segunda;Fora Ponta;0,075
08/11/2021 07:00;Segunda;Fora Ponta;0,073
08/11/2021 07:15;Segunda;Fora Ponta;0,065
08/11/2021 07:30;Segunda;Fora Ponta;0,058
08/11/2021 07:45;Segunda;Fora Ponta;0,054
08/11/2021 08:00;Segunda;Fora Ponta;0,067
08/11/2021 08:15;Segunda;Fora Ponta;0,055
08/11/2021 08:30;Segunda;Fora Ponta;0,029
08/11/2021 08:45;Segunda;Fora Ponta;0,109
08/11/2021 09:00;Segunda;Fora Ponta;0,112
08/11/2021 09:15;Segunda;Fora Ponta;0,105
08/11/2021 09:30;Segunda;Fora Ponta;0,117
08/11/2021 09:45;Segunda;Fora Ponta;0,121
08/11/2021 10:00;Segunda;Fora Ponta;0,115
08/11/2021 10:15;Segunda;Fora Ponta;0,111
08/11/2021 10:30;Segunda;Fora Ponta;0,1
08/11/2021 10:45;Segunda;Fora Ponta;0,097
08/11/2021 11:00;Segunda;Fora Ponta;0,102
08/11/2021 11:15;Segunda;Fora Ponta;0,099
08/11/2021 11:30;Segunda;Fora Ponta;0,1
08/11/2021 11:45;Segunda;Fora Ponta;0,095
08/11/2021 12:00;Segunda;Fora Ponta;0,092
08/11/2021 12:15;Segunda;Fora Ponta;0,092
08/11/2021 12:30;Segunda;Fora Ponta;0,035
08/11/2021 12:45;Segunda;Fora Ponta;0,034
08/11/2021 13:00;Segunda;Fora Ponta;0,049
08/11/2021 13:15;Segunda;Fora Ponta;0,043
08/11/2021 13:30;Segunda;Fora Ponta;0,072
08/11/2021 13:45;Segunda;Fora Ponta;0,093
08/11/2021 14:00;Segunda;Fora Ponta;0,097
08/11/2021 14:15;Segunda;Fora Ponta;0,113
08/11/2021 14:30;Segunda;Fora Ponta;0,093
08/11/2021 14:45;Segunda;Fora Ponta;0,055
08/11/2021 15:00;Segunda;Fora Ponta;0,059
08/11/2021 15:15;Segunda;Fora Ponta;0,054
08/11/2021 15:30;Segunda;Fora Ponta;0,058
08/11/2021 15:45;Segunda;Fora Ponta;0,072
08/11/2021 16:00;Segunda;Fora Ponta;0,114
08/11/2021 16:15;Segunda;Fora Ponta;0,105
08/11/2021 16:30;Segunda;Fora Ponta;0,105
08/11/2021 16:45;Segunda;Fora Ponta;0,098
08/11/2021 17:00;Segunda;Fora Ponta;0,107
08/11/2021 17:15;Segunda;Fora Ponta;0,085
08/11/2021 17:30;Segunda;Fora Ponta;0,007
08/11/2021 17:45;Segunda;Ponta;0,006
08/11/2021 18:00;Segunda;Ponta;0,006
08/11/2021 18:15;Segunda;Ponta;0,006
08/11/2021 18:30;Segunda;Ponta;0,006
08/11/2021 18:45;Segunda;Ponta;0,006
08/11/2021 19:00;Segunda;Ponta;0,006
08/11/2021 19:15;Segunda;Ponta;0,006
08/11/2021 19:30;Segunda;Ponta;0,006
08/11/2021 19:45;Segunda;Ponta;0,006
08/11/2021 20:00;Segunda;Ponta;0,006
08/11/2021 20:15;Segunda;Ponta;0,007
08/11/2021 20:30;Segunda;Ponta;0,006
08/11/2021 20:45;Segunda;Fora Ponta;0,007
08/11/2021 21:00;Segunda;Fora Ponta;0,007
08/11/2021 21:15;Segunda;Fora Ponta;0,049
08/11/2021 21:30;Segunda;Fora Ponta;0,091
08/11/2021 21:45;Segunda;Fora Ponta;0,099
08/11/2021 22:00;Segunda;Fora Ponta;0,076
08/11/2021 22:15;Segunda;Fora Ponta;0,089
08/11/2021 22:30;Segunda;Fora Ponta;0,105
08/11/2021 22:45;Segunda;Fora Ponta;0,098
08/11/2021 23:00;Segunda;Fora Ponta;0,092
08/11/2021 23:15;Segunda;Fora Ponta;0,096
08/11/2021 23:30;Segunda;Fora Ponta;0,099
08/11/2021 23:45;Segunda;Fora Ponta;0,103
09/11/2021 00:00;Terça;Fora Ponta;0,111
09/11/2021 00:15;Terça;Fora Ponta;0,102
09/11/2021 00:30;Terça;Fora Ponta;0,101
09/11/2021 00:45;Terça;Fora Ponta;0,1
09/11/2021 01:00;Terça;Fora Ponta;0,105
09/11/2021 01:15;Terça;Fora Ponta;0,101
09/11/2021 01:30;Terça;Fora Ponta;0,087
09/11/2021 01:45;Terça;Fora Ponta;0,085
09/11/2021 02:00;Terça;Fora Ponta;0,069
09/11/2021 02:15;Terça;Fora Ponta;0,098
09/11/2021 02:30;Terça;Fora Ponta;0,097
09/11/2021 02:45;Terça;Fora Ponta;0,077
09/11/2021 03:00;Terça;Fora Ponta;0,065
09/11/2021 03:15;Terça;Fora Ponta;0,081
09/11/2021 03:30;Terça;Fora Ponta;0,077
09/11/2021 03:45;Terça;Fora Ponta;0,092
09/11/2021 04:00;Terça;Fora Ponta;0,088
09/11/2021 04:15;Terça;Fora Ponta;0,062
09/11/2021 04:30;Terça;Fora Ponta;0,082
09/11/2021 04:45;Terça;Fora Ponta;0,071
09/11/2021 05:00;Terça;Fora Ponta;0,086
09/11/2021 05:15;Terça;Fora Ponta;0,061
09/11/2021 05:30;Terça;Fora Ponta;0,076
09/11/2021 05:45;Terça;Fora Ponta;0,076
09/11/2021 06:00;Terça;Fora Ponta;0,058
09/11/2021 06:15;Terça;Fora Ponta;0,068
09/11/2021 06:30;Terça;Fora Ponta;0,06
09/11/2021 06:45;Terça;Fora Ponta;0,005
09/11/2021 07:00;Terça;Fora Ponta;0,006
09/11/2021 07:15;Terça;Fora Ponta;0,008
09/11/2021 07:30;Terça;Fora Ponta;0,008
09/11/2021 07:45;Terça;Fora Ponta;0,009
09/11/2021 08:00;Terça;Fora Ponta;0,009
09/11/2021 08:15;Terça;Fora Ponta;0,044
09/11/2021 08:30;Terça;Fora Ponta;0,085
09/11/2021 08:45;Terça;Fora Ponta;0,096
09/11/2021 09:00;Terça;Fora Ponta;0,114
09/11/2021 09:15;Terça;Fora Ponta;0,135
09/11/2021 09:30;Terça;Fora Ponta;0,134
09/11/2021 09:45;Terça;Fora Ponta;0,139
09/11/2021 10:00;Terça;Fora Ponta;0,119
09/11/2021 10:15;Terça;Fora Ponta;0,136
09/11/2021 10:30;Terça;Fora Ponta;0,164
09/11/2021 10:45;Terça;Fora Ponta;0,151
09/11/2021 11:00;Terça;Fora Ponta;0,142
09/11/2021 11:15;Terça;Fora Ponta;0,136
09/11/2021 11:30;Terça;Fora Ponta;0,128
09/11/2021 11:45;Terça;Fora Ponta;0,136
09/11/2021 12:00;Terça;Fora Ponta;0,127
09/11/2021 12:15;Terça;Fora Ponta;0,122
09/11/2021 12:30;Terça;Fora Ponta;0,124
09/11/2021 12:45;Terça;Fora Ponta;0,121
09/11/2021 13:00;Terça;Fora Ponta;0,071
09/11/2021 13:15;Terça;Fora Ponta;0,035
09/11/2021 13:30;Terça;Fora Ponta;0,035
09/11/2021 13:45;Terça;Fora Ponta;0,023
09/11/2021 14:00;Terça;Fora Ponta;0,01
09/11/2021 14:15;Terça;Fora Ponta;0,011
09/11/2021 14:30;Terça;Fora Ponta;0,025
09/11/2021 14:45;Terça;Fora Ponta;0,037
09/11/2021 15:00;Terça;Fora Ponta;0,015
09/11/2021 15:15;Terça;Fora Ponta;0,022
09/11/2021 15:30;Terça;Fora Ponta;0,092
09/11/2021 15:45;Terça;Fora Ponta;0,105
09/11/2021 16:00;Terça;Fora Ponta;0,097
09/11/2021 16:15;Terça;Fora Ponta;0,093
09/11/2021 16:30;Terça;Fora Ponta;0,088
09/11/2021 16:45;Terça;Fora Ponta;0,098
09/11/2021 17:00;Terça;Fora Ponta;0,101
09/11/2021 17:15;Terça;Fora Ponta;0,094
09/11/2021 17:30;Terça;Fora Ponta;0,011
09/11/2021 17:45;Terça;Ponta;0,007
09/11/2021 18:00;Terça;Ponta;0,007
09/11/2021 18:15;Terça;Ponta;0,007
09/11/2021 18:30;Terça;Ponta;0,006
09/11/2021 18:45;Terça;Ponta;0,006
09/11/2021 19:00;Terça;Ponta;0,007
09/11/2021 19:15;Terça;Ponta;0,005
09/11/2021 19:30;Terça;Ponta;0,005
09/11/2021 19:45;Terça;Ponta;0,005
09/11/2021 20:00;Terça;Ponta;0,005
09/11/2021 20:15;Terça;Ponta;0,005
09/11/2021 20:30;Terça;Ponta;0,005
09/11/2021 20:45;Terça;Fora Ponta;0,005
09/11/2021 21:00;Terça;Fora Ponta;0,018
09/11/2021 21:15;Terça;Fora Ponta;0,017
09/11/2021 21:30;Terça;Fora Ponta;0,033
09/11/2021 21:45;Terça;Fora Ponta;0,047
09/11/2021 22:00;Terça;Fora Ponta;0,118
09/11/2021 22:15;Terça;Fora Ponta;0,131
09/11/2021 22:30;Terça;Fora Ponta;0,158
09/11/2021 22:45;Terça;Fora Ponta;0,157
09/11/2021 23:00;Terça;Fora Ponta;0,14
09/11/2021 23:15;Terça;Fora Ponta;0,136
09/11/2021 23:30;Terça;Fora Ponta;0,148
09/11/2021 23:45;Terça;Fora Ponta;0,175
10/11/2021 00:00;Quarta;Fora Ponta;0,163
10/11/2021 00:15;Quarta;Fora Ponta;0,171
10/11/2021 00:30;Quarta;Fora Ponta;0,152
10/11/2021 00:45;Quarta;Fora Ponta;0,158
10/11/2021 01:00;Quarta;Fora Ponta;0,155
10/11/2021 01:15;Quarta;Fora Ponta;0,138
10/11/2021 01:30;Quarta;Fora Ponta;0,129
10/11/2021 01:45;Quarta;Fora Ponta;0,135
10/11/2021 02:00;Quarta;Fora Ponta;0,123
10/11/2021 02:15;Quarta;Fora Ponta;0,118
10/11/2021 02:30;Quarta;Fora Ponta;0,143
