Data;Dia;Postos horários;kW fornecido;UFER;DMCR
26/09/2021 08:45;Domingo;Fora Ponta;0,158;-;-
26/09/2021 09:00;Domingo;Fora Ponta;0,45;-;-
26/09/2021 09:15;Domingo;Fora Ponta;0,45;-;-
26/09/2021 09:30;Domingo;Fora Ponta;0,481;0,133;0,518
26/09/2021 09:45;Domingo;Fora Ponta;0,733;-;-
26/09/2021 10:00;Domingo;Fora Ponta;0,81;-;-
26/09/2021 10:15;Domingo;Fora Ponta;0,69;-;-
26/09/2021 10:30;Domingo;Fora Ponta;0,802;0,027;0,786
26/09/2021 10:45;Domingo;Fora Ponta;0,922;-;-
26/09/2021 11:00;Domingo;Fora Ponta;0,776;-;-
26/09/2021 11:15;Domingo;Fora Ponta;0,626;-;-
26/09/2021 11:30;Domingo;Fora Ponta;0,674;0,03;0,78
26/09/2021 11:45;Domingo;Fora Ponta;0,458;-;-
26/09/2021 12:00;Domingo;Fora Ponta;0,51;-;-
26/09/2021 12:15;Domingo;Fora Ponta;0,308;-;-
26/09/2021 12:30;Domingo;Fora Ponta;0,45;0,022;0,454
26/09/2021 12:45;Domingo;Fora Ponta;0,439;-;-
26/09/2021 13:00;Domingo;Fora Ponta;0,491;-;-
26/09/2021 13:15;Domingo;Fora Ponta;0,523;-;-
26/09/2021 13:30;Domingo;Fora Ponta;0,181;0,042;0,45
26/09/2021 13:45;Domingo;Fora Ponta;0,149;-;-
26/09/2021 14:00;Domingo;Fora Ponta;0,145;-;-
26/09/2021 14:15;Domingo;Fora Ponta;0,15;-;-
26/09/2021 14:30;Domingo;Fora Ponta;0,142;0,174;0,32
26/09/2021 14:45;Domingo;Fora Ponta;0,112;-;-
26/09/2021 15:00;Domingo;Fora Ponta;0,15;-;-
26/09/2021 15:15;Domingo;Fora Ponta;0,128;-;-
26/09/2021 15:30;Domingo;Fora Ponta;0,145;0,191;0,325
26/09/2021 15:45;Domingo;Fora Ponta;0,148;-;-
26/09/2021 16:00;Domingo;Fora Ponta;0,146;-;-
26/09/2021 16:15;Domingo;Fora Ponta;0,155;-;-
26/09/2021 16:30;Domingo;Fora Ponta;0,088;0,212;0,346
26/09/2021 16:45;Domingo;Fora Ponta;0,026;-;-
26/09/2021 17:00;Domingo;Fora Ponta;0,028;-;-
26/09/2021 17:15;Domingo;Fora Ponta;0,026;-;-
26/09/2021 17:30;Domingo;Fora Ponta;0,024;0,236;0,262
26/09/2021 17:45;Domingo;Fora Ponta;0,023;-;-
26/09/2021 18:00;Domingo;Fora Ponta;0,024;-;-
26/09/2021 18:15;Domingo;Fora Ponta;0,023;-;-
26/09/2021 18:30;Domingo;Fora Ponta;0,025;0,188;0,211
26/09/2021 18:45;Domingo;Fora Ponta;0,023;-;-
26/09/2021 19:00;Domingo;Fora Ponta;0,022;-;-
26/09/2021 19:15;Domingo;Fora Ponta;0,023;-;-
26/09/2021 19:30;Domingo;Fora Ponta;0,023;0,187;0,209
26/09/2021 19:45;Domingo;Fora Ponta;0,02;-;-
26/09/2021 20:00;Domingo;Fora Ponta;0,025;-;-
26/09/2021 20:15;Domingo;Fora Ponta;0,029;-;-
26/09/2021 20:30;Domingo;Fora Ponta;0,152;0,163;0,219
26/09/2021 20:45;Domingo;Fora Ponta;0,463;-;-
26/09/2021 21:00;Domingo;Fora Ponta;0,41;-;-
26/09/2021 21:15;Domingo;Fora Ponta;0,304;-;-
26/09/2021 21:30;Domingo;Fora Ponta;0,422;0,029;0,429
26/09/2021 21:45;Domingo;Fora Ponta;0,612;-;-
26/09/2021 22:00;Domingo;Fora Ponta;0,606;-;-
26/09/2021 22:15;Domingo;Fora Ponta;0,553;-;-
26/09/2021 22:30;Domingo;Fora Ponta;0,679;0,068;0,681
26/09/2021 22:45;Domingo;Fora Ponta;0,634;-;-
26/09/2021 23:00;Domingo;Fora Ponta;0,61;-;-
26/09/2021 23:15;Domingo;Fora Ponta;0,611;-;-
26/09/2021 23:30;Domingo;Fora Ponta;0,486;0,081;0,666
26/09/2021 23:45;Domingo;Fora Ponta;0,313;-;-
27/09/2021 00:00;Segunda;Fora Ponta;0,31;-;-
27/09/2021 00:15;Segunda;Fora Ponta;0,35;-;-
27/09/2021 00:30;Segunda;Fora Ponta;0,313;0;0
27/09/2021 00:45;Segunda;Fora Ponta;0,307;-;-
27/09/2021 01:00;Segunda;Fora Ponta;0,39;-;-
27/09/2021 01:15;Segunda;Fora Ponta;0,26;-;-
27/09/2021 01:30;Segunda;Fora Ponta;0,23;0;0
27/09/2021 01:45;Segunda;Fora Ponta;0,024;-;-
27/09/2021 02:00;Segunda;Fora Ponta;0,022;-;-
27/09/2021 02:15;Segunda;Fora Ponta;0,022;-;-
27/09/2021 02:30;Segunda;Fora Ponta;0,022;0;0
27/09/2021 02:45;Segunda;Fora Ponta;0,022;-;-
27/09/2021 03:00;Segunda;Fora Ponta;0,023;-;-
27/09/2021 03:15;Segunda;Fora Ponta;0,023;-;-
27/09/2021 03:30;Segunda;Fora Ponta;0,024;0;0
27/09/2021 03:45;Segunda;Fora Ponta;0,024;-;-
27/09/2021 04:00;Segunda;Fora Ponta;0,025;-;-
27/09/2021 04:15;Segunda;Fora Ponta;0,085;-;-
27/09/2021 04:30;Segunda;Fora Ponta;0,163;0;0
27/09/2021 04:45;Segunda;Fora Ponta;0,448;-;-
27/09/2021 05:00;Segunda;Fora Ponta;0,397;-;-
27/09/2021 05:15;Segunda;Fora Ponta;0,358;-;-
27/09/2021 05:30;Segunda;Fora Ponta;0,299;0;0
27/09/2021 05:45;Segunda;Fora Ponta;0,257;-;-
27/09/2021 06:00;Segunda;Fora Ponta;0,2;-;-
27/09/2021 06:15;Segunda;Fora Ponta;0,245;-;-
27/09/2021 06:30;Segunda;Fora Ponta;0,228;0,247;0,479
27/09/2021 06:45;Segunda;Fora Ponta;0,212;-;-
27/09/2021 07:00;Segunda;Fora Ponta;0,19;-;-
27/09/2021 07:15;Segunda;Fora Ponta;0,241;-;-
27/09/2021 07:30;Segunda;Fora Ponta;0,134;0,26;0,454
27/09/2021 07:45;Segunda;Fora Ponta;0,11;-;-
27/09/2021 08:00;Segunda;Fora Ponta;0,118;-;-
27/09/2021 08:15;Segunda;Fora Ponta;0,12;-;-
27/09/2021 08:30;Segunda;Fora Ponta;0,174;0,285;0,415
27/09/2021 08:45;Segunda;Fora Ponta;0,358;-;-
27/09/2021 09:00;Segunda;Fora Ponta;0,274;-;-
27/09/2021 09:15;Segunda;Fora Ponta;0,26;-;-
27/09/2021 09:30;Segunda;Fora Ponta;0,24;0,172;0,455
27/09/2021 09:45;Segunda;Fora Ponta;0,272;-;-
27/09/2021 10:00;Segunda;Fora Ponta;0,326;-;-
27/09/2021 10:15;Segunda;Fora Ponta;0,32;-;-
27/09/2021 10:30;Segunda;Fora Ponta;0,331;0,112;0,424
27/09/2021 10:45;Segunda;Fora Ponta;0,374;-;-
27/09/2021 11:00;Segunda;Fora Ponta;0,384;-;-
27/09/2021 11:15;Segunda;Fora Ponta;0,398;-;-
27/09/2021 11:30;Segunda;Fora Ponta;0,312;0,083;0,45
27/09/2021 11:45;Segunda;Fora Ponta;0,284;-;-
27/09/2021 12:00;Segunda;Fora Ponta;0,258;-;-
27/09/2021 12:15;Segunda;Fora Ponta;0,266;-;-
27/09/2021 12:30;Segunda;Fora Ponta;0,254;0,102;0,368
27/09/2021 12:45;Segunda;Fora Ponta;0,27;-;-
27/09/2021 13:00;Segunda;Fora Ponta;0,317;-;-
27/09/2021 13:15;Segunda;Fora Ponta;0,322;-;-
27/09/2021 13:30;Segunda;Fora Ponta;0,384;0,069;0,392
27/09/2021 13:45;Segunda;Fora Ponta;0,336;-;-
27/09/2021 14:00;Segunda;Fora Ponta;0,337;-;-
27/09/2021 14:15;Segunda;Fora Ponta;0,308;-;-
27/09/2021 14:30;Segunda;Fora Ponta;0,229;0,054;0,357
27/09/2021 14:45;Segunda;Fora Ponta;0,355;-;-
27/09/2021 15:00;Segunda;Fora Ponta;0,311;-;-
27/09/2021 15:15;Segunda;Fora Ponta;0,395;-;-
27/09/2021 15:30;Segunda;Fora Ponta;0,328;0,04;0,387
27/09/2021 15:45;Segunda;Fora Ponta;0,367;-;-
27/09/2021 16:00;Segunda;Fora Ponta;0,395;-;-
27/09/2021 16:15;Segunda;Fora Ponta;0,397;-;-
27/09/2021 16:30;Segunda;Fora Ponta;0,353;0,041;0,419
27/09/2021 16:45;Segunda;Fora Ponta;0,284;-;-
27/09/2021 17:00;Segunda;Fora Ponta;0,355;-;-
27/09/2021 17:15;Segunda;Fora Ponta;0,383;-;-
27/09/2021 17:30;Segunda;Fora Ponta;0,29;0,088;0,417
27/09/2021 17:45;Segunda;Ponta;0,031;-;-
27/09/2021 18:00;Segunda;Ponta;0,03;-;-
27/09/2021 18:15;Segunda;Ponta;0,029;-;-
27/09/2021 18:30;Segunda;Ponta;0,028;0,236;0,265
27/09/2021 18:45;Segunda;Ponta;0,028;-;-
27/09/2021 19:00;Segunda;Ponta;0,03;-;-
27/09/2021 19:15;Segunda;Ponta;0,026;-;-
27/09/2021 19:30;Segunda;Ponta;0,028;0,222;0,249
27/09/2021 19:45;Segunda;Ponta;0,024;-;-
27/09/2021 20:00;Segunda;Ponta;0,025;-;-
27/09/2021 20:15;Segunda;Ponta;0,025;-;-
27/09/2021 20:30;Segunda;Ponta;0,032;0,222;0,249
27/09/2021 20:45;Segunda;Fora Ponta;0,158;-;-
27/09/2021 21:00;Segunda;Fora Ponta;0,161;-;-
27/09/2021 21:15;Segunda;Fora Ponta;0,35;-;-
27/09/2021 21:30;Segunda;Fora Ponta;0,324;0,062;0,31
27/09/2021 21:45;Segunda;Fora Ponta;0,432;-;-
27/09/2021 22:00;Segunda;Fora Ponta;0,582;-;-
27/09/2021 22:15;Segunda;Fora Ponta;0,583;-;-
27/09/2021 22:30;Segunda;Fora Ponta;0,617;0,051;0,605
27/09/2021 22:45;Segunda;Fora Ponta;0,564;-;-
27/09/2021 23:00;Segunda;Fora Ponta;0,544;-;-
27/09/2021 23:15;Segunda;Fora Ponta;0,629;-;-
27/09/2021 23:30;Segunda;Fora Ponta;0,668;0,069;0,671
27/09/2021 23:45;Segunda;Fora Ponta;0,606;-;-
28/09/2021 00:00;Terça;Fora Ponta;0,626;-;-
28/09/2021 00:15;Terça;Fora Ponta;0,552;-;-
28/09/2021 00:30;Terça;Fora Ponta;0,582;0;0
28/09/2021 00:45;Terça;Fora Ponta;0,557;-;-
28/09/2021 01:00;Terça;Fora Ponta;0,521;-;-
28/09/2021 01:15;Terça;Fora Ponta;0,486;-;-
28/09/2021 01:30;Terça;Fora Ponta;0,542;0;0
28/09/2021 01:45;Terça;Fora Ponta;0,577;-;-
28/09/2021 02:00;Terça;Fora Ponta;0,614;-;-
28/09/2021 02:15;Terça;Fora Ponta;0,546;-;-
28/09/2021 02:30;Terça;Fora Ponta;0,595;0;0
28/09/2021 02:45;Terça;Fora Ponta;0,586;-;-
28/09/2021 03:00;Terça;Fora Ponta;0,548;-;-
28/09/2021 03:15;Terça;Fora Ponta;0,571;-;-
28/09/2021 03:30;Terça;Fora Ponta;0,566;0;0
28/09/2021 03:45;Terça;Fora Ponta;0,461;-;-
28/09/2021 04:00;Terça;Fora Ponta;0,535;-;-
28/09/2021 04:15;Terça;Fora Ponta;0,58;-;-
28/09/2021 04:30;Terça;Fora Ponta;0,443;0;0
28/09/2021 04:45;Terça;Fora Ponta;0,458;-;-
28/09/2021 05:00;Terça;Fora Ponta;0,661;-;-
28/09/2021 05:15;Terça;Fora Ponta;0,769;-;-
28/09/2021 05:30;Terça;Fora Ponta;0,77;0;0
28/09/2021 05:45;Terça;Fora Ponta;0,737;-;-
28/09/2021 06:00;Terça;Fora Ponta;0,737;-;-
28/09/2021 06:15;Terça;Fora Ponta;0,703;-;-
28/09/2021 06:30;Terça;Fora Ponta;0,703;0,053;0,773
28/09/2021 06:45;Terça;Fora Ponta;0,576;-;-
28/09/2021 07:00;Terça;Fora Ponta;0,529;-;-
28/09/2021 07:15;Terça;Fora Ponta;0,488;-;-
28/09/2021 07:30;Terça;Fora Ponta;0,556;0,069;0,606
28/09/2021 07:45;Terça;Fora Ponta;0,49;-;-
28/09/2021 08:00;Terça;Fora Ponta;0,509;-;-
28/09/2021 08:15;Terça;Fora Ponta;0,575;-;-
28/09/2021 08:30;Terça;Fora Ponta;0,563;0,051;0,585
28/09/2021 08:45;Terça;Fora Ponta;0,536;-;-
28/09/2021 09:00;Terça;Fora Ponta;0,588;-;-
28/09/2021 09:15;Terça;Fora Ponta;0,596;-;-
28/09/2021 09:30;Terça;Fora Ponta;0,618;0,032;0,616
28/09/2021 09:45;Terça;Fora Ponta;0,61;-;-
28/09/2021 10:00;Terça;Fora Ponta;0,586;-;-
28/09/2021 10:15;Terça;Fora Ponta;0,535;-;-
28/09/2021 10:30;Terça;Fora Ponta;0,563;0,036;0,609
28/09/2021 10:45;Terça;Fora Ponta;0,56;-;-
28/09/2021 11:00;Terça;Fora Ponta;0,508;-;-
28/09/2021 11:15;Terça;Fora Ponta;0,383;-;-
28/09/2021 11:30;Terça;Fora Ponta;0,302;0,066;0,504
28/09/2021 11:45;Terça;Fora Ponta;0,361;-;-
28/09/2021 12:00;Terça;Fora Ponta;0,481;-;-
28/09/2021 12:15;Terça;Fora Ponta;0,397;-;-
28/09/2021 12:30;Terça;Fora Ponta;0,616;0,038;0,502
28/09/2021 12:45;Terça;Fora Ponta;0,622;-;-
28/09/2021 13:00;Terça;Fora Ponta;0,511;-;-
28/09/2021 13:15;Terça;Fora Ponta;0,452;-;-
28/09/2021 13:30;Terça;Fora Ponta;0,451;0,041;0,55
28/09/2021 13:45;Terça;Fora Ponta;0,468;-;-
28/09/2021 14:00;Terça;Fora Ponta;0,484;-;-
28/09/2021 14:15;Terça;Fora Ponta;0,491;-;-
28/09/2021 14:30;Terça;Fora Ponta;0,493;0,044;0,528
28/09/2021 14:45;Terça;Fora Ponta;0,49;-;-
28/09/2021 15:00;Terça;Fora Ponta;0,475;-;-
28/09/2021 15:15;Terça;Fora Ponta;0,457;-;-
28/09/2021 15:30;Terça;Fora Ponta;0,473;0,052;0,526
28/09/2021 15:45;Terça;Fora Ponta;0,456;-;-
28/09/2021 16:00;Terça;Fora Ponta;0,532;-;-
28/09/2021 16:15;Terça;Fora Ponta;0,587;-;-
28/09/2021 16:30;Terça;Fora Ponta;0,545;0,056;0,585
28/09/2021 16:45;Terça;Fora Ponta;0,456;-;-
28/09/2021 17:00;Terça;Fora Ponta;0,434;-;-
28/09/2021 17:15;Terça;Fora Ponta;0,439;-;-
28/09/2021 17:30;Terça;Fora Ponta;0,45;0,078;0,523
28/09/2021 17:45;Terça;Ponta;0,032;-;-
28/09/2021 18:00;Terça;Ponta;0,025;-;-
28/09/2021 18:15;Terça;Ponta;0,028;-;-
28/09/2021 18:30;Terça;Ponta;0,024;0,25;0,278
28/09/2021 18:45;Terça;Ponta;0,025;-;-
28/09/2021 19:00;Terça;Ponta;0,024;-;-
28/09/2021 19:15;Terça;Ponta;0,024;-;-
28/09/2021 19:30;Terça;Ponta;0,022;0,218;0,242
28/09/2021 19:45;Terça;Ponta;0,023;-;-
28/09/2021 20:00;Terça;Ponta;0,024;-;-
28/09/2021 20:15;Terça;Ponta;0,024;-;-
28/09/2021 20:30;Terça;Ponta;0,038;0,212;0,239
28/09/2021 20:45;Terça;Fora Ponta;0,152;-;-
28/09/2021 21:00;Terça;Fora Ponta;0,142;-;-
28/09/2021 21:15;Terça;Fora Ponta;0,188;-;-
28/09/2021 21:30;Terça;Fora Ponta;0,58;0,073;0,339
28/09/2021 21:45;Terça;Fora Ponta;0,629;-;-
28/09/2021 22:00;Terça;Fora Ponta;0,558;-;-
28/09/2021 22:15;Terça;Fora Ponta;0,42;-;-
28/09/2021 22:30;Terça;Fora Ponta;0,431;0,096;0,605
28/09/2021 22:45;Terça;Fora Ponta;0,655;-;-
28/09/2021 23:00;Terça;Fora Ponta;0,46;-;-
28/09/2021 23:15;Terça;Fora Ponta;0,875;-;-
28/09/2021 23:30;Terça;Fora Ponta;0,9;0,049;0,771
28/09/2021 23:45;Terça;Fora Ponta;0,834;-;-
29/09/2021 00:00;Quarta;Fora Ponta;0,75;-;-
29/09/2021 00:15;Quarta;Fora Ponta;0,75;-;-
29/09/2021 00:30;Quarta;Fora Ponta;0,726;0;0
29/09/2021 00:45;Quarta;Fora Ponta;0,715;-;-
29/09/2021 01:00;Quarta;Fora Ponta;0,546;-;-
29/09/2021 01:15;Quarta;Fora Ponta;0,223;-;-
29/09/2021 01:30;Quarta;Fora Ponta;0,497;0;0
29/09/2021 01:45;Quarta;Fora Ponta;0,518;-;-
29/09/2021 02:00;Quarta;Fora Ponta;0,426;-;-
29/09/2021 02:15;Quarta;Fora Ponta;0,463;-;-
29/09/2021 02:30;Quarta;Fora Ponta;0,528;0;0
29/09/2021 02:45;Quarta;Fora Ponta;0,934;-;-
29/09/2021 03:00;Quarta;Fora Ponta;0,798;-;-
29/09/2021 03:15;Quarta;Fora Ponta;0,98;-;-
29/09/2021 03:30;Quarta;Fora Ponta;0,814;0;0
29/09/2021 03:45;Quarta;Fora Ponta;0,746;-;-
29/09/2021 04:00;Quarta;Fora Ponta;0,695;-;-
29/09/2021 04:15;Quarta;Fora Ponta;0,746;-;-
29/09/2021 04:30;Quarta;Fora Ponta;0,793;0;0
29/09/2021 04:45;Quarta;Fora Ponta;0,744;-;-
29/09/2021 05:00;Quarta;Fora Ponta;0,517;-;-
29/09/2021 05:15;Quarta;Fora Ponta;0,583;-;-
29/09/2021 05:30;Quarta;Fora Ponta;0,374;0;0
29/09/2021 05:45;Quarta;Fora Ponta;0,438;-;-
29/09/2021 06:00;Quarta;Fora Ponta;0,647;-;-
29/09/2021 06:15;Quarta;Fora Ponta;0,574;-;-
29/09/2021 06:30;Quarta;Fora Ponta;0,505;0,106;0,647
29/09/2021 06:45;Quarta;Fora Ponta;0,581;-;-
29/09/2021 07:00;Quarta;Fora Ponta;0,708;-;-
29/09/2021 07:15;Quarta;Fora Ponta;0,574;-;-
29/09/2021 07:30;Quarta;Fora Ponta;0,469;0,087;0,67
29/09/2021 07:45;Quarta;Fora Ponta;0,242;-;-
29/09/2021 08:00;Quarta;Fora Ponta;0,236;-;-
29/09/2021 08:15;Quarta;Fora Ponta;0,248;-;-
29/09/2021 08:30;Quarta;Fora Ponta;0,427;0,233;0,522
29/09/2021 08:45;Quarta;Fora Ponta;0,588;-;-
29/09/2021 09:00;Quarta;Fora Ponta;0,634;-;-
29/09/2021 09:15;Quarta;Fora Ponta;0,701;-;-
29/09/2021 09:30;Quarta;Fora Ponta;0,708;0,074;0,732
29/09/2021 09:45;Quarta;Fora Ponta;0,82;-;-
29/09/2021 10:00;Quarta;Fora Ponta;0,841;-;-
29/09/2021 10:15;Quarta;Fora Ponta;0,715;-;-
29/09/2021 10:30;Quarta;Fora Ponta;0,842;0,044;0,848
29/09/2021 10:45;Quarta;Fora Ponta;0,682;-;-
29/09/2021 11:00;Quarta;Fora Ponta;0,619;-;-
29/09/2021 11:15;Quarta;Fora Ponta;0,62;-;-
29/09/2021 11:30;Quarta;Fora Ponta;0,828;0,06;0,747
29/09/2021 11:45;Quarta;Fora Ponta;0,488;-;-
29/09/2021 12:00;Quarta;Fora Ponta;0,577;-;-
29/09/2021 12:15;Quarta;Fora Ponta;0,552;-;-
29/09/2021 12:30;Quarta;Fora Ponta;0,602;0,079;0,634
29/09/2021 12:45;Quarta;Fora Ponta;0,736;-;-
29/09/2021 13:00;Quarta;Fora Ponta;0,631;-;-
29/09/2021 13:15;Quarta;Fora Ponta;0,548;-;-
29/09/2021 13:30;Quarta;Fora Ponta;0,578;0,038;0,661
29/09/2021 13:45;Quarta;Fora Ponta;0,671;-;-
29/09/2021 14:00;Quarta;Fora Ponta;0,594;-;-
29/09/2021 14:15;Quarta;Fora Ponta;0,671;-;-
29/09/2021 14:30;Quarta;Fora Ponta;0,65;0,033;0,679
29/09/2021 14:45;Quarta;Fora Ponta;0,73;-;-
29/09/2021 15:00;Quarta;Fora Ponta;0,664;-;-
29/09/2021 15:15;Quarta;Fora Ponta;0,619;-;-
29/09/2021 15:30;Quarta;Fora Ponta;0,451;0,04;0,655
29/09/2021 15:45;Quarta;Fora Ponta;0,362;-;-
29/09/2021 16:00;Quarta;Fora Ponta;0,372;-;-
29/09/2021 16:15;Quarta;Fora Ponta;0,57;-;-
29/09/2021 16:30;Quarta;Fora Ponta;0,557;0,067;0,532
29/09/2021 16:45;Quarta;Fora Ponta;0,562;-;-
29/09/2021 17:00;Quarta;Fora Ponta;0,55;-;-
29/09/2021 17:15;Quarta;Fora Ponta;0,544;-;-
29/09/2021 17:30;Quarta;Fora Ponta;0,521;0,054;0,598
29/09/2021 17:45;Quarta;Ponta;0,119;-;-
29/09/2021 18:00;Quarta;Ponta;0,029;-;-
29/09/2021 18:15;Quarta;Ponta;0,029;-;-
29/09/2021 18:30;Quarta;Ponta;0,031;0,209;0,261
29/09/2021 18:45;Quarta;Ponta;0,025;-;-
29/09/2021 19:00;Quarta;Ponta;0,025;-;-
29/09/2021 19:15;Quarta;Ponta;0,024;-;-
29/09/2021 19:30;Quarta;Ponta;0,028;0,205;0,231
29/09/2021 19:45;Quarta;Ponta;0,025;-;-
29/09/2021 20:00;Quarta;Ponta;0,025;-;-
29/09/2021 20:15;Quarta;Ponta;0,026;-;-
29/09/2021 20:30;Quarta;Ponta;0,024;0,206;0,231
29/09/2021 20:45;Quarta;Fora Ponta;0,055;-;-
29/09/2021 21:00;Quarta;Fora Ponta;0,383;-;-
29/09/2021 21:15;Quarta;Fora Ponta;0,53;-;-
29/09/2021 21:30;Quarta;Fora Ponta;0,37;0,064;0,399
29/09/2021 21:45;Quarta;Fora Ponta;0,271;-;-
29/09/2021 22:00;Quarta;Fora Ponta;0,439;-;-
29/09/2021 22:15;Quarta;Fora Ponta;0,608;-;-
29/09/2021 22:30;Quarta;Fora Ponta;0,544;0,051;0,517
29/09/2021 22:45;Quarta;Fora Ponta;0,553;-;-
29/09/2021 23:00;Quarta;Fora Ponta;0,515;-;-
29/09/2021 23:15;Quarta;Fora Ponta;0,508;-;-
29/09/2021 23:30;Quarta;Fora Ponta;0,48;0,03;0,544
29/09/2021 23:45;Quarta;Fora Ponta;0,454;-;-
30/09/2021 00:00;Quinta;Fora Ponta;0,451;-;-
30/09/2021 00:15;Quinta;Fora Ponta;0,503;-;-
30/09/2021 00:30;Quinta;Fora Ponta;0,518;0;0
30/09/2021 00:45;Quinta;Fora Ponta;0,41;-;-
30/09/2021 01:00;Quinta;Fora Ponta;0,342;-;-
30/09/2021 01:15;Quinta;Fora Ponta;0,373;-;-
30/09/2021 01:30;Quinta;Fora Ponta;0,421;0;0
30/09/2021 01:45;Quinta;Fora Ponta;0,421;-;-
30/09/2021 02:00;Quinta;Fora Ponta;0,263;-;-
30/09/2021 02:15;Quinta;Fora Ponta;0,1;-;-
30/09/2021 02:30;Quinta;Fora Ponta;0,384;0;0
30/09/2021 02:45;Quinta;Fora Ponta;0,253;-;-
30/09/2021 03:00;Quinta;Fora Ponta;0,419;-;-
30/09/2021 03:15;Quinta;Fora Ponta;0,469;-;-
30/09/2021 03:30;Quinta;Fora Ponta;0,499;0;0
30/09/2021 03:45;Quinta;Fora Ponta;0,499;-;-
30/09/2021 04:00;Quinta;Fora Ponta;0,515;-;-
30/09/2021 04:15;Quinta;Fora Ponta;0,514;-;-
30/09/2021 04:30;Quinta;Fora Ponta;0,524;0;0
30/09/2021 04:45;Quinta;Fora Ponta;0,439;-;-
30/09/2021 05:00;Quinta;Fora Ponta;0,516;-;-
30/09/2021 05:15;Quinta;Fora Ponta;0,536;-;-
30/09/2021 05:30;Quinta;Fora Ponta;0,534;0;0
30/09/2021 05:45;Quinta;Fora Ponta;0,563;-;-
30/09/2021 06:00;Quinta;Fora Ponta;0,557;-;-
30/09/2021 06:15;Quinta;Fora Ponta;0,517;-;-
30/09/2021 06:30;Quinta;Fora Ponta;0,486;0,044;0,575
30/09/2021 06:45;Quinta;Fora Ponta;0,574;-;-
30/09/2021 07:00;Quinta;Fora Ponta;0,559;-;-
30/09/2021 07:15;Quinta;Fora Ponta;0,482;-;-
30/09/2021 07:30;Quinta;Fora Ponta;0,506;0,036;0,566
30/09/2021 07:45;Quinta;Fora Ponta;0,44;-;-
30/09/2021 08:00;Quinta;Fora Ponta;0,458;-;-
30/09/2021 08:15;Quinta;Fora Ponta;0,515;-;-
30/09/2021 08:30;Quinta;Fora Ponta;0,452;0,014;0,481
30/09/2021 08:45;Quinta;Fora Ponta;0,43;-;-
30/09/2021 09:00;Quinta;Fora Ponta;0,547;-;-
30/09/2021 09:15;Quinta;Fora Ponta;0,598;-;-
30/09/2021 09:30;Quinta;Fora Ponta;0,572;0,012;0,549
30/09/2021 09:45;Quinta;Fora Ponta;0,38;-;-
30/09/2021 10:00;Quinta;Fora Ponta;0,508;-;-
30/09/2021 10:15;Quinta;Fora Ponta;0,52;-;-
30/09/2021 10:30;Quinta;Fora Ponta;0,571;0,024;0,519
30/09/2021 10:45;Quinta;Fora Ponta;0,569;-;-
30/09/2021 11:00;Quinta;Fora Ponta;0,439;-;-
30/09/2021 11:15;Quinta;Fora Ponta;0,492;-;-
30/09/2021 11:30;Quinta;Fora Ponta;0,48;0,02;0,515
30/09/2021 11:45;Quinta;Fora Ponta;0,4;-;-
30/09/2021 12:00;Quinta;Fora Ponta;0,386;-;-
30/09/2021 12:15;Quinta;Fora Ponta;0,395;-;-
30/09/2021 12:30;Quinta;Fora Ponta;0,392;0,033;0,426
30/09/2021 12:45;Quinta;Fora Ponta;0,542;-;-
30/09/2021 13:00;Quinta;Fora Ponta;0,569;-;-
30/09/2021 13:15;Quinta;Fora Ponta;0,487;-;-
30/09/2021 13:30;Quinta;Fora Ponta;0,528;0,011;0,542
30/09/2021 13:45;Quinta;Fora Ponta;0,506;-;-
30/09/2021 14:00;Quinta;Fora Ponta;0,414;-;-
30/09/2021 14:15;Quinta;Fora Ponta;0,373;-;-
30/09/2021 14:30;Quinta;Fora Ponta;0,388;0,01;0,431
30/09/2021 14:45;Quinta;Fora Ponta;0,44;-;-
30/09/2021 15:00;Quinta;Fora Ponta;0,498;-;-
30/09/2021 15:15;Quinta;Fora Ponta;0,492;-;-
30/09/2021 15:30;Quinta;Fora Ponta;0,571;0,011;0,512
30/09/2021 15:45;Quinta;Fora Ponta;0,574;-;-
30/09/2021 16:00;Quinta;Fora Ponta;0,362;-;-
30/09/2021 16:15;Quinta;Fora Ponta;0,379;-;-
30/09/2021 16:30;Quinta;Fora Ponta;0,376;0,042;0,465
30/09/2021 16:45;Quinta;Fora Ponta;0,367;-;-
30/09/2021 17:00;Quinta;Fora Ponta;0,349;-;-
30/09/2021 17:15;Quinta;Fora Ponta;0,437;-;-
30/09/2021 17:30;Quinta;Fora Ponta;0,184;0,056;0,39
30/09/2021 17:45;Quinta;Ponta;0,036;-;-
30/09/2021 18:00;Quinta;Ponta;0,032;-;-
30/09/2021 18:15;Quinta;Ponta;0,03;-;-
30/09/2021 18:30;Quinta;Ponta;0,03;0,244;0,276
30/09/2021 18:45;Quinta;Ponta;0,031;-;-
30/09/2021 19:00;Quinta;Ponta;0,029;-;-
30/09/2021 19:15;Quinta;Ponta;0,029;-;-
30/09/2021 19:30;Quinta;Ponta;0,032;0,252;0,283
30/09/2021 19:45;Quinta;Ponta;0,029;-;-
30/09/2021 20:00;Quinta;Ponta;0,029;-;-
30/09/2021 20:15;Quinta;Ponta;0,026;-;-
30/09/2021 20:30;Quinta;Ponta;0,028;0,268;0,296
30/09/2021 20:45;Quinta;Fora Ponta;0,029;-;-
